,tempos[s],u_1,u_2,u_3,u_4,u_5,u_bar,u_prime_1,u_prime_2,u_prime_3,u_prime_4,u_prime_5
146,0.0292,11.328,3.7257,7.1916,3.7316,5.1894,5.19925,-6.128749999999999,1.4735500000000004,-1.99235,1.4676500000000003,0.009850000000000136
147,0.0294,11.9674,4.1263,8.0314,2.9407,4.6283,5.287249999999999,-6.68015,1.1609499999999997,-2.7441500000000003,2.3465499999999992,0.658949999999999
148,0.0296,11.8354,3.7749,8.2159,2.3027,4.087,5.040916666666667,-6.794483333333333,1.2660166666666668,-3.1749833333333326,2.7382166666666667,0.9539166666666672
149,0.0298,11.3228,3.4078,8.6146,1.9836,4.6339,4.99875,-6.324050000000001,1.5909500000000003,-3.615849999999999,3.01515,0.36485000000000056
150,0.03,11.9483,3.5476,9.1211,3.5961,5.1241,5.5611999999999995,-6.3871,2.0135999999999994,-3.5599000000000007,1.9650999999999996,0.43709999999999916
151,0.0302,11.8712,3.0307,8.6082,7.6413,4.3364,5.919666666666667,-5.951533333333333,2.888966666666667,-2.688533333333333,-1.7216333333333331,1.5832666666666668
152,0.0304,11.2591,3.3215,7.5486,10.7097,4.2558,6.187516666666667,-5.071583333333333,2.8660166666666673,-1.3610833333333332,-4.5221833333333326,1.9317166666666674
153,0.0306,11.9005,2.8238,6.5628,11.9955,3.733,6.174366666666665,-5.726133333333334,3.350566666666665,-0.3884333333333352,-5.821133333333335,2.441366666666665
154,0.0308,11.8893,3.3395,5.0754,11.9082,3.2612,5.917400000000001,-5.9719,2.5779000000000005,0.8420000000000005,-5.9908,2.6562000000000006
155,0.031,11.1979,4.4153,5.2117,11.9539,2.8975,5.951216666666667,-5.246683333333333,1.535916666666667,0.7395166666666668,-6.002683333333334,3.0537166666666673
156,0.0312,11.8649,5.0155,6.9546,10.4404,2.2467,6.092216666666666,-5.772683333333334,1.076716666666666,-0.8623833333333337,-4.348183333333334,3.8455166666666663
157,0.0314,11.9093,5.2343,7.489,8.7118,2.71,6.0142999999999995,-5.8950000000000005,0.7799999999999994,-1.4747000000000003,-2.6975000000000007,3.3042999999999996
